accession	target_id	is_query_self	full_evalue	full_score	full_bias	domain_rows	reported_domain_count	best_domain_evalue	best_domain_score	query_length	target_length	query_union_aligned_residues	target_union_aligned_residues	query_coverage	target_coverage	reviewed	entry_name	protein_names	gene_names	organism	organism_id	metadata_length
S0EU60	tr|S0EU60|S0EU60_CHTCT	no	1.1e-46	157.3	0.0	1	1	7.8e-46	154.6	251	288	185	200	0.7371	0.6944	unreviewed	S0EU60_CHTCT	Uncharacterized conserved protein	CCALI_01385	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	1303518	288
A0ABX4KPK7	tr|A0ABX4KPK7|A0ABX4KPK7_NOSLI	no	1.4e-46	157.0	0.0	1	1	1.7e-46	156.7	251	267	239	246	0.9522	0.9213	unreviewed	A0ABX4KPK7_NOSLI	SAM-dependent chlorinase/fluorinase	VF04_17580	Nostoc linckia z7	1628745	267
A0A075LTY7	tr|A0A075LTY7|A0A075LTY7_9EURY	no	1.6e-46	156.8	0.7	1	1	1.8e-46	156.7	251	255	245	249	0.9761	0.9765	unreviewed	A0A075LTY7_9EURY	Sam Hydroxide Adenosyltransferase	PAP_07245	Palaeococcus pacificus DY20341	1343739	255
A0ABY9WM46	tr|A0ABY9WM46|A0ABY9WM46_9BACT	no	1.7e-46	156.7	0.0	1	1	2e-46	156.5	251	261	244	252	0.9721	0.9655	unreviewed	A0ABY9WM46_9BACT	SAM-dependent chlorinase/fluorinase	F0U60_12850	Archangium minus	83450	261
K9WSK1	tr|K9WSK1|K9WSK1_9NOST	no	1.7e-46	156.7	0.0	1	1	2.2e-46	156.4	251	264	246	253	0.9801	0.9583	unreviewed	K9WSK1_9NOST	SAM-dependent chlorinase/fluorinase	Cylst_0135	Cylindrospermum stagnale PCC 7417	56107	264
A0A0P6WL78	tr|A0A0P6WL78|A0A0P6WL78_9CHLR	no	1.8e-46	156.7	0.0	1	1	1.9e-46	156.5	251	266	188	192	0.7490	0.7218	unreviewed	A0A0P6WL78_9CHLR	S-adenosyl-l-methionine hydroxide adenosyltransferase	ADM99_15550	Leptolinea tardivitalis	229920	266
A0A285G4V9	tr|A0A285G4V9|A0A285G4V9_9EURY	no	1.8e-46	156.7	0.1	1	1	2.1e-46	156.4	251	255	239	243	0.9522	0.9529	unreviewed	A0A285G4V9_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN06295989_10776	Methanohalophilus euhalobius	51203	255
A0ABR8HA34	tr|A0ABR8HA34|A0ABR8HA34_NOSPU	no	1.9e-46	156.6	0.0	1	1	2.3e-46	156.3	251	267	239	246	0.9522	0.9213	unreviewed	A0ABR8HA34_NOSPU	SAM-dependent chlorinase/fluorinase	H6G94_13400	Nostoc punctiforme FACHB-252	1357509	267
L0L2H9	tr|L0L2H9|L0L2H9_METHD	no	2e-46	156.5	0.1	1	1	2.6e-46	156.1	251	254	238	242	0.9482	0.9528	unreviewed	L0L2H9_METHD	S-adenosyl-l-methionine hydroxide adenosyltransferase	Metho_2344	Methanomethylovorans hollandica (strain DSM 15978 / NBRC 107637 / DMS1)	867904	254
A0A1P8FAB5	tr|A0A1P8FAB5|A0A1P8FAB5_9CHLR	no	2e-46	156.5	0.0	2	2	8.2e-29	98.8	251	275	236	241	0.9402	0.8764	unreviewed	A0A1P8FAB5_9CHLR	Adenosyl-chloride synthase	Dform_02081	Dehalogenimonas formicexedens	1839801	275
A0ABR8DAV0	tr|A0ABR8DAV0|A0ABR8DAV0_9NOST	no	2.1e-46	156.4	0.0	1	1	2.7e-46	156.1	251	267	239	246	0.9522	0.9213	unreviewed	A0ABR8DAV0_9NOST	SAM-dependent chlorinase/fluorinase	H6G83_19980	Anabaena azotica FACHB-119	947527	267
D0LY40	tr|D0LY40|D0LY40_HALO1	no	2.5e-46	156.2	0.0	1	1	3e-46	155.9	251	258	245	251	0.9761	0.9729	unreviewed	D0LY40_HALO1	SAM-dependent chlorinase/fluorinase	Hoch_3689	Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2)	502025	258
A0A0S3QTJ4	tr|A0A0S3QTJ4|A0A0S3QTJ4_THET7	no	2.6e-46	156.1	0.6	1	1	3.3e-46	155.8	251	259	233	237	0.9283	0.9151	unreviewed	A0A0S3QTJ4_THET7	S-adenosyl-l-methionine hydroxide adenosyltransferase	TST_0858	Thermosulfidibacter takaii (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6)	1298851	259
K9VC43	tr|K9VC43|K9VC43_9CYAN	no	2.7e-46	156.1	0.0	1	1	3.8e-46	155.6	251	269	245	256	0.9761	0.9517	unreviewed	K9VC43_9CYAN	SAM-dependent chlorinase/fluorinase	Osc7112_1181	Phormidium nigroviride PCC 7112	179408	269
A0ABU8YSP5	tr|A0ABU8YSP5|A0ABU8YSP5_9CYAN	no	2.8e-46	156.0	0.0	1	1	4e-46	155.5	251	269	187	190	0.7450	0.7063	unreviewed	A0ABU8YSP5_9CYAN	SAM-dependent chlorinase/fluorinase	WMG39_21430	Microcoleus anatoxicus PTRS2	2705321	269
A0A7Z9E386	tr|A0A7Z9E386|A0A7Z9E386_9CYAN	no	2.9e-46	156.0	0.0	1	1	2.1e-43	146.6	251	314	186	203	0.7410	0.6465	unreviewed	A0A7Z9E386_9CYAN	SAM-dependent chlorinase/fluorinase	PL8927_760303	Planktothrix serta PCC 8927	671068	314
A0A2R5G397	tr|A0A2R5G397|A0A2R5G397_NOSCO	no	3e-46	155.9	0.0	1	1	3.7e-46	155.6	251	270	245	252	0.9761	0.9333	unreviewed	A0A2R5G397_NOSCO	SAM-dependent chlorinase/fluorinase	NIES4072_60120	Nostoc commune NIES-4072	2005467	270
A0ABZ1BU30	tr|A0ABZ1BU30|A0ABZ1BU30_9FIRM	no	3e-46	155.9	0.0	1	1	7.8e-46	154.6	251	331	184	186	0.7331	0.5619	unreviewed	A0ABZ1BU30_9FIRM	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	U7230_08710	Carboxydichorda subterranea	3109565	331
A0A926WL60	tr|A0A926WL60|A0A926WL60_9NOST	no	3.1e-46	155.9	0.0	1	1	3.7e-46	155.6	251	265	242	251	0.9641	0.9472	unreviewed	A0A926WL60_9NOST	SAM-dependent chlorinase/fluorinase	H6G06_25120	Anabaena sphaerica FACHB-251	2692883	265
A0A518H8N2	tr|A0A518H8N2|A0A518H8N2_9BACT	no	3.1e-46	155.9	0.0	1	1	3.7e-46	155.6	251	263	188	188	0.7490	0.7148	unreviewed	A0A518H8N2_9BACT	Adenosyl-chloride synthase (EC 2.5.1.94)	salL ElP_51330	Tautonia plasticadhaerens	2527974	263
A0ABR8GRR3	tr|A0ABR8GRR3|A0ABR8GRR3_9CYAN	no	3.1e-46	155.8	0.0	1	1	3.9e-46	155.6	251	270	247	254	0.9841	0.9407	unreviewed	A0ABR8GRR3_9CYAN	SAM-dependent chlorinase/fluorinase	H6G81_16605	Scytonema hofmannii FACHB-248	1842502	270
A0AAP2RGI7	tr|A0AAP2RGI7|A0AAP2RGI7_9EURY	no	3.2e-46	155.8	0.8	1	1	3.5e-46	155.7	251	262	243	247	0.9681	0.9427	unreviewed	A0AAP2RGI7_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	CUJ83_12070	Methanooceanicella nereidis	2052831	262
A0A1U7MX51	tr|A0A1U7MX51|A0A1U7MX51_9CYAN	no	3.3e-46	155.8	0.0	1	1	3.8e-46	155.6	251	263	246	253	0.9801	0.9620	unreviewed	A0A1U7MX51_9CYAN	SAM-dependent chlorinase/fluorinase	BJP37_03745	Moorena bouillonii PNG	568701	263
A0A7D5IAK3	tr|A0A7D5IAK3|A0A7D5IAK3_9EURY	no	3.6e-46	155.7	0.5	1	1	4.2e-46	155.4	251	256	248	252	0.9880	0.9844	unreviewed	A0A7D5IAK3_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	HWN40_13400	Methanolobus zinderi	536044	256
F7YVA7	tr|F7YVA7|F7YVA7_9THEM	no	3.7e-46	155.6	0.7	1	1	6e-46	154.9	251	259	244	253	0.9721	0.9768	unreviewed	F7YVA7_9THEM	Adenosyl-chloride synthase	Theth_0315	Pseudothermotoga thermarum DSM 5069	688269	259
A0A8J3DK86	tr|A0A8J3DK86|A0A8J3DK86_9BACT	no	3.9e-46	155.6	0.0	1	1	4.6e-46	155.3	251	258	244	251	0.9721	0.9729	unreviewed	A0A8J3DK86_9BACT	SAM-dependent chlorinase/fluorinase	GCM10007047_28230	Cerasicoccus arenae	424488	258
A0ABT6KI22	tr|A0ABT6KI22|A0ABT6KI22_9CYAN	no	3.9e-46	155.6	0.0	1	1	4.7e-46	155.3	251	269	236	243	0.9402	0.9033	unreviewed	A0ABT6KI22_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	NWP22_15150	Anabaenopsis tanganyikae CS-531	2785304	269
A0A1L9QJG4	tr|A0A1L9QJG4|A0A1L9QJG4_9CYAN	no	3.9e-46	155.5	0.0	1	1	4.8e-46	155.3	251	268	248	256	0.9880	0.9552	unreviewed	A0A1L9QJG4_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase	BI308_25235	Roseofilum reptotaenium AO1-A	1925591	268
D3PP26	tr|D3PP26|D3PP26_MEIRD	no	4e-46	155.5	0.0	1	1	4.6e-46	155.3	251	252	245	247	0.9761	0.9802	unreviewed	D3PP26_MEIRD	SAM-dependent chlorinase/fluorinase	Mrub_0668	Meiothermus ruber (strain ATCC 35948 / DSM 1279 / VKM B-1258 / 21) (Thermus ruber)	504728	252
A0A1L3Q0S5	tr|A0A1L3Q0S5|A0A1L3Q0S5_9EURY	no	4.1e-46	155.5	0.1	1	1	5.4e-46	155.1	251	255	239	243	0.9522	0.9529	unreviewed	A0A1L3Q0S5_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	BHR79_02555	Methanohalophilus halophilus	2177	255
A0A975TAW1	tr|A0A975TAW1|A0A975TAW1_9NOST	no	4.1e-46	155.5	0.0	1	1	5.5e-46	155.1	251	262	237	244	0.9442	0.9313	unreviewed	A0A975TAW1_9NOST	SAM-dependent chlorinase/fluorinase	B6N60_04044	Richelia sinica FACHB-800	1357546	262
A0A2Z2M7S8	tr|A0A2Z2M7S8|A0A2Z2M7S8_THEPR	no	4.2e-46	155.4	0.0	1	1	4.7e-46	155.3	251	259	246	252	0.9801	0.9730	unreviewed	A0A2Z2M7S8_THEPR	Hydroxide adenosyltransferase	A3L09_04030	Thermococcus profundus	49899	259
A0A5E6M9B8	tr|A0A5E6M9B8|A0A5E6M9B8_9BACT	no	4.4e-46	155.4	0.0	1	1	1.2e-45	153.9	251	276	241	253	0.9602	0.9167	unreviewed	A0A5E6M9B8_9BACT	Adenosyl-chloride synthase (EC 2.5.1.94)	salL MAMT_00798	Methylacidimicrobium tartarophylax	1041768	276
A0A0D8ZU95	tr|A0A0D8ZU95|A0A0D8ZU95_9CYAN	no	4.4e-46	155.4	0.0	1	1	5.9e-46	155.0	251	261	247	253	0.9841	0.9693	unreviewed	A0A0D8ZU95_9CYAN	SAM-dependent chlorinase/fluorinase	UH38_07950	Aliterella atlantica CENA595	1618023	261
A0AAC8QGR5	tr|A0AAC8QGR5|A0AAC8QGR5_9BACT	no	4.5e-46	155.3	0.0	1	1	5.6e-46	155.0	251	261	245	253	0.9761	0.9693	unreviewed	A0AAC8QGR5_9BACT	SAM-dependent chlorinase/fluorinase	ATI61_105258	Archangium gephyra	48	261
F4Y1K7	tr|F4Y1K7|F4Y1K7_9CYAN	no	4.7e-46	155.3	0.0	1	1	5.5e-46	155.1	251	291	246	253	0.9801	0.8694	unreviewed	F4Y1K7_9CYAN	SAM-dependent chlorinase/fluorinase	LYNGBM3L_64280	Moorena producens 3L	489825	291
A0A8T7MAA4	tr|A0A8T7MAA4|A0A8T7MAA4_9CHLR	no	4.9e-46	155.2	0.0	1	1	1e-45	154.2	251	297	186	194	0.7410	0.6532	unreviewed	A0A8T7MAA4_9CHLR	SAM-dependent chlorinase/fluorinase	OZ401_002599	Candidatus Chlorohelix allophototropha	3003348	297
B0C3C1	tr|B0C3C1|B0C3C1_ACAM1	no	5e-46	155.2	0.0	1	1	7.2e-46	154.7	251	260	246	255	0.9801	0.9808	unreviewed	B0C3C1_ACAM1	SAM-dependent chlorinase/fluorinase	AM1_3630	Acaryochloris marina (strain MBIC 11017)	329726	260
F2NKU1	tr|F2NKU1|F2NKU1_MARHT	no	5e-46	155.2	0.0	1	1	6.3e-46	154.9	251	257	245	246	0.9761	0.9572	unreviewed	F2NKU1_MARHT	Adenosyl-chloride synthase	Marky_0091	Marinithermus hydrothermalis (strain DSM 14884 / JCM 11576 / T1)	869210	257
A0ABT0C8D6	tr|A0ABT0C8D6|A0ABT0C8D6_THEVL	no	5.2e-46	155.1	0.0	1	1	7e-46	154.7	251	261	245	252	0.9761	0.9655	unreviewed	A0ABT0C8D6_THEVL	SAM-dependent chlorinase/fluorinase	JX360_03845	Thermostichus vulcanus str. 'Rupite'	2813851	261
A0ABN5M063	tr|A0ABN5M063|A0ABN5M063_9DEIN	no	5.3e-46	155.1	0.0	1	1	6.7e-46	154.8	251	265	245	247	0.9761	0.9321	unreviewed	A0ABN5M063_9DEIN	Adenosyl-chloride synthase	Mtai_v1c23990	Meiothermus taiwanensis WR-220	1339250	265
A0A517YSC3	tr|A0A517YSC3|A0A517YSC3_9BACT	no	6.1e-46	154.9	0.1	1	1	6.8e-46	154.8	251	265	185	184	0.7371	0.6943	unreviewed	A0A517YSC3_9BACT	Adenosyl-chloride synthase (EC 2.5.1.94)	salL KS4_11500	Poriferisphaera corsica	2528020	265
A0A5K8A8M1	tr|A0A5K8A8M1|A0A5K8A8M1_9BACT	no	6.7e-46	154.8	0.0	1	1	8.2e-46	154.5	251	275	204	207	0.8127	0.7527	unreviewed	A0A5K8A8M1_9BACT	SAM-dependent chlorinase/fluorinase	DSCOOX_20650	Desulfosarcina ovata subsp. ovata	2752305	275
A0A4Y5SNJ8	tr|A0A4Y5SNJ8|A0A4Y5SNJ8_9EURY	no	6.9e-46	154.7	0.0	1	1	7.7e-46	154.6	251	259	247	253	0.9841	0.9768	unreviewed	A0A4Y5SNJ8_9EURY	Hydroxide adenosyltransferase	FH039_09530	Thermococcus indicus	2586643	259
A0A8J6XMV5	tr|A0A8J6XMV5|A0A8J6XMV5_9CYAN	no	8e-46	154.5	0.0	1	1	9.3e-46	154.3	251	263	245	252	0.9761	0.9582	unreviewed	A0A8J6XMV5_9CYAN	SAM-dependent chlorinase/fluorinase	ICL16_14635	Iningainema tapete BLCC-T55	2748662	263
A0ABX8B8Q5	tr|A0ABX8B8Q5|A0ABX8B8Q5_9BACT	no	8.1e-46	154.5	0.0	1	1	2e-45	153.3	251	272	185	186	0.7371	0.6838	unreviewed	A0ABX8B8Q5_9BACT	SAM-dependent chlorinase/fluorinase	J8C06_08745	Chloracidobacterium validum	2821543	272
I0A191	tr|I0A191|I0A191_FERFK	no	8.2e-46	154.5	3.2	1	1	1.3e-45	153.8	251	270	244	257	0.9721	0.9519	unreviewed	I0A191_FERFK	SAM-dependent chlorinase/fluorinase	FFONT_0760	Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940)	1163730	270
A0ABT5ARP0	tr|A0ABT5ARP0|A0ABT5ARP0_9CYAN	no	8.4e-46	154.5	0.0	1	1	1.1e-45	154.1	251	269	236	243	0.9402	0.9033	unreviewed	A0ABT5ARP0_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	PN457_09965	Anabaenopsis arnoldii	2152938	269
A0A1J1LNS1	tr|A0A1J1LNS1|A0A1J1LNS1_9CYAN	no	9.2e-46	154.3	0.0	1	1	1.5e-43	147.0	251	317	187	204	0.7450	0.6435	unreviewed	A0A1J1LNS1_9CYAN	Adenosyl-chloride synthase	PL9214640212	Planktothrix tepida PCC 9214	671072	317
A0A9W4G7P2	tr|A0A9W4G7P2|A0A9W4G7P2_9CYAN	no	9.2e-46	154.3	0.0	1	1	1.5e-43	147.0	251	317	187	204	0.7450	0.6435	unreviewed	A0A9W4G7P2_9CYAN	Adenosyl-chloride synthase (EC 2.5.1.94)	salL NO713_02865	Planktothrix pseudagardhii	132604	317
A0A1M5UJ47	tr|A0A1M5UJ47|A0A1M5UJ47_9BACT	no	9.6e-46	154.3	0.0	1	1	1.6e-45	153.6	251	278	185	187	0.7371	0.6727	unreviewed	A0A1M5UJ47_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN02745124_01191	Desulfofustis glycolicus DSM 9705	1121409	278
A0A5K7Z1R7	tr|A0A5K7Z1R7|A0A5K7Z1R7_9BACT	no	9.8e-46	154.2	0.0	1	1	8.7e-45	151.1	251	277	244	259	0.9721	0.9350	unreviewed	A0A5K7Z1R7_9BACT	SAM-dependent chlorinase/fluorinase	DSCA_63640	Desulfosarcina alkanivorans	571177	277
A0ABU5UBW4	tr|A0ABU5UBW4|A0ABU5UBW4_9CYAN	no	1.1e-45	154.1	0.0	1	1	1.4e-45	153.7	251	270	241	248	0.9602	0.9185	unreviewed	A0ABU5UBW4_9CYAN	SAM-dependent chlorinase/fluorinase	VB620_06665	Nodularia harveyana UHCC-0300	2974287	270
A0ABX6NKE0	tr|A0ABX6NKE0|A0ABX6NKE0_9BACT	no	1.1e-45	154.1	0.0	1	1	2.3e-43	146.5	251	286	187	189	0.7450	0.6608	unreviewed	A0ABX6NKE0_9BACT	SAM-dependent chlorinase/fluorinase	E8L03_14640	Oceanidesulfovibrio marinus	370038	286
A0A402AKW0	tr|A0A402AKW0|A0A402AKW0_9CHLR	no	1.2e-45	153.9	0.0	1	1	1.7e-45	153.5	251	277	185	187	0.7371	0.6751	unreviewed	A0A402AKW0_9CHLR	SAM-dependent chlorinase/fluorinase	KDK_34650	Dictyobacter kobayashii	2014872	277
K9TVE5	tr|K9TVE5|K9TVE5_CHRTP	no	1.2e-45	153.9	0.0	1	1	1.6e-45	153.6	251	269	246	253	0.9801	0.9405	unreviewed	K9TVE5_CHRTP	SAM-dependent chlorinase/fluorinase	Chro_0605	Chroococcidiopsis thermalis (strain PCC 7203)	251229	269
Q09AN2	tr|Q09AN2|Q09AN2_STIAD	no	1.2e-45	153.9	0.0	1	1	1.5e-45	153.6	251	298	194	197	0.7729	0.6611	unreviewed	Q09AN2_STIAD	Conserved uncharacterized protein	STAUR_7130	Stigmatella aurantiaca (strain DW4/3-1)	378806	298
A0A142CU64	tr|A0A142CU64|A0A142CU64_9EURY	no	1.3e-45	153.8	0.1	1	1	1.4e-45	153.7	251	256	246	252	0.9801	0.9844	unreviewed	A0A142CU64_9EURY	Hydroxide adenosyltransferase	A0127_03580	Thermococcus peptonophilus	53952	256
A0A401ZFF7	tr|A0A401ZFF7|A0A401ZFF7_9CHLR	no	1.3e-45	153.8	0.0	1	1	1.6e-45	153.5	251	273	186	188	0.7410	0.6886	unreviewed	A0A401ZFF7_9CHLR	SAM-dependent chlorinase/fluorinase	KDAU_29490	Dictyobacter aurantiacus	1936993	273
A0ABW6IL09	tr|A0ABW6IL09|A0ABW6IL09_9CYAN	no	1.4e-45	153.8	0.0	1	1	1.6e-45	153.6	251	261	244	251	0.9721	0.9617	unreviewed	A0ABW6IL09_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACFVKH_17200	Almyronema epifaneia S1	2991925	261
A0ABR8IZA6	tr|A0ABR8IZA6|A0ABR8IZA6_9NOST	no	1.5e-45	153.6	0.0	1	1	2e-45	153.3	251	265	238	245	0.9482	0.9245	unreviewed	A0ABR8IZA6_9NOST	SAM-dependent chlorinase/fluorinase	H6G68_06620	Anabaena catenula FACHB-362	2692877	265
A0A1Q6DTB5	tr|A0A1Q6DTB5|A0A1Q6DTB5_METT1	no	1.5e-45	153.6	1.9	1	1	1.8e-45	153.4	251	238	230	234	0.9163	0.9832	unreviewed	A0A1Q6DTB5_METT1	S-adenosyl-l-methionine hydroxide adenosyltransferase	BTN85_0082	Methanohalarchaeum thermophilum	1903181	238
A0A4E0PWY2	tr|A0A4E0PWY2|A0A4E0PWY2_9EURY	no	1.6e-45	153.5	0.1	1	1	2.3e-45	153.0	251	267	244	248	0.9721	0.9288	unreviewed	A0A4E0PWY2_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	CUN85_11570	Methanolobus halotolerans	2052935	267
A0A2U9IMK8	tr|A0A2U9IMK8|A0A2U9IMK8_9CREN	no	1.7e-45	153.5	3.7	1	1	2.2e-45	153.1	251	267	244	249	0.9721	0.9326	unreviewed	A0A2U9IMK8_9CREN	SAM-dependent chlorinase/fluorinase	DFR86_06390	Acidianus sulfidivorans JP7	619593	267
A0A1Z4LIF3	tr|A0A1Z4LIF3|A0A1Z4LIF3_9CYAN	no	1.8e-45	153.4	0.0	1	1	2.2e-45	153.1	251	265	245	252	0.9761	0.9509	unreviewed	A0A1Z4LIF3_9CYAN	SAM-dependent chlorinase/fluorinase	NIES267_03330	Calothrix parasitica NIES-267	1973488	265
A0AAJ6NY44	tr|A0AAJ6NY44|A0AAJ6NY44_9CYAN	no	1.9e-45	153.3	0.0	1	1	2.7e-45	152.8	251	269	232	239	0.9243	0.8885	unreviewed	A0AAJ6NY44_9CYAN	SAM-dependent chlorinase/fluorinase	QI031_14160	Halotia branconii CENA392	1539056	269
W8P5K2	tr|W8P5K2|W8P5K2_9EURY	no	2.1e-45	153.1	0.0	1	1	2.3e-45	153.0	251	256	246	252	0.9801	0.9844	unreviewed	W8P5K2_9EURY	Hydroxide adenosyltransferase	BD01_1128	Thermococcus nautili	195522	256
W7L6I4	tr|W7L6I4|W7L6I4_9CREN	no	2.2e-45	153.1	0.9	1	1	2.7e-45	152.8	251	267	242	248	0.9641	0.9288	unreviewed	W7L6I4_9CREN	SAM-dependent chlorinase/fluorinase	ASUL_04556	Candidatus Aramenus sulfurataquae	1326980	267
A0A1W6K089	tr|A0A1W6K089|A0A1W6K089_9CREN	no	2.3e-45	153.0	3.2	1	1	3e-45	152.6	251	268	243	248	0.9681	0.9254	unreviewed	A0A1W6K089_9CREN	SAM-dependent chlorinase/fluorinase	B6F84_07330	Acidianus manzaensis	282676	268
A0ABX8WVN5	tr|A0ABX8WVN5|A0ABX8WVN5_9CYAN	no	2.3e-45	153.0	0.0	1	1	2.7e-45	152.8	251	265	243	250	0.9681	0.9434	unreviewed	A0ABX8WVN5_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	K2F26_16375	Sphaerospermopsis torques-reginae ITEP-024	984208	265
M1WYX4	tr|M1WYX4|M1WYX4_9NOST	no	2.3e-45	153.0	0.0	1	1	2.8e-45	152.7	251	261	245	252	0.9761	0.9655	unreviewed	M1WYX4_9NOST	SAM-dependent chlorinase/fluorinase	RINTHH_9570	Richelia intracellularis HH01	1165094	261
A0A926VKB8	tr|A0A926VKB8|A0A926VKB8_9CYAN	no	2.4e-45	153.0	0.0	1	1	3.4e-45	152.5	251	262	246	253	0.9801	0.9656	unreviewed	A0A926VKB8_9CYAN	SAM-dependent chlorinase/fluorinase	H6G03_31140	Aerosakkonema funiforme FACHB-1375	2949571	262
A0A4Q7EGW7	tr|A0A4Q7EGW7|A0A4Q7EGW7_9CYAN	no	2.4e-45	153.0	0.0	1	1	2.9e-45	152.7	251	266	246	255	0.9801	0.9586	unreviewed	A0A4Q7EGW7_9CYAN	SAM-dependent chlorinase/fluorinase	DYY88_03450	Leptolyngbya iicbica LK	2294035	266
D5E970	tr|D5E970|D5E970_METMS	no	2.8e-45	152.7	0.1	1	1	3.4e-45	152.4	251	255	239	243	0.9522	0.9529	unreviewed	D5E970_METMS	S-adenosyl-l-methionine hydroxide adenosyltransferase	Mmah_0186	Methanohalophilus mahii (strain ATCC 35705 / DSM 5219 / SLP)	547558	255
A0A7L9FI24	tr|A0A7L9FI24|A0A7L9FI24_9CREN	no	2.9e-45	152.7	0.0	1	1	4e-45	152.2	251	276	195	194	0.7769	0.7029	unreviewed	A0A7L9FI24_9CREN	SAM-dependent chlorinase/fluorinase	IG193_06525	Infirmifilum lucidum	2776706	276
A0A6M8BAN2	tr|A0A6M8BAN2|A0A6M8BAN2_9CYAN	no	3e-45	152.7	0.0	1	1	2.2e-44	149.8	251	267	245	260	0.9761	0.9738	unreviewed	A0A6M8BAN2_9CYAN	SAM-dependent chlorinase/fluorinase	HPC62_17005	Thermoleptolyngbya sichuanensis A183	2737172	267
A0ABR8CLH2	tr|A0ABR8CLH2|A0ABR8CLH2_9NOST	no	3.1e-45	152.6	0.0	1	1	4.1e-45	152.2	251	266	238	245	0.9482	0.9211	unreviewed	A0ABR8CLH2_9NOST	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	H6G18_03270	Anabaena subtropica FACHB-260	2692884	266
A0A7X6DSS4	tr|A0A7X6DSS4|A0A7X6DSS4_9BACT	no	3.3e-45	152.5	0.1	1	1	6.3e-45	151.6	251	294	239	247	0.9522	0.8401	unreviewed	A0A7X6DSS4_9BACT	SAM-dependent chlorinase/fluorinase	MNODULE_16630	Candidatus Manganitrophus noduliformans	2606439	294
A0ABZ2J8G3	tr|A0ABZ2J8G3|A0ABZ2J8G3_9CHLR	no	3.3e-45	152.5	0.0	2	2	3.1e-29	100.2	251	278	232	237	0.9243	0.8525	unreviewed	A0ABZ2J8G3_9CHLR	SAM-dependent chlorinase/fluorinase	V8247_02775	Candidatus Dehalogenimonas loeffleri	3127115	278
A0A1U7I0C7	tr|A0A1U7I0C7|A0A1U7I0C7_9CHRO	no	3.8e-45	152.3	0.0	1	1	5.2e-45	151.9	251	260	239	246	0.9522	0.9462	unreviewed	A0A1U7I0C7_9CHRO	SAM-dependent chlorinase/fluorinase	NIES1031_01795	Chroogloeocystis siderophila 5.2 s.c.1	247279	260
A0ABU5UWI0	tr|A0ABU5UWI0|A0ABU5UWI0_NODSP	no	4.4e-45	152.1	0.0	1	1	5.3e-45	151.8	251	267	239	246	0.9522	0.9213	unreviewed	A0ABU5UWI0_NODSP	SAM-dependent chlorinase/fluorinase	VB695_19810	Nodularia spumigena UHCC 0060	3110300	267
C5A603	tr|C5A603|C5A603_THEGJ	no	4.5e-45	152.1	0.1	1	1	5e-45	151.9	251	259	246	252	0.9801	0.9730	unreviewed	C5A603_THEGJ	Hydroxide adenosyltransferase	TGAM_1163	Thermococcus gammatolerans (strain DSM 15229 / JCM 11827 / EJ3)	593117	259
A0A1Z4GDA8	tr|A0A1Z4GDA8|A0A1Z4GDA8_9CYAN	no	5.4e-45	151.8	0.0	1	1	6.6e-45	151.5	251	267	236	243	0.9402	0.9101	unreviewed	A0A1Z4GDA8_9CYAN	SAM-dependent chlorinase/fluorinase	NIES21_11420	Anabaenopsis circularis NIES-21	1085406	267
A0A1M7SE88	tr|A0A1M7SE88|A0A1M7SE88_FERGO	no	5.6e-45	151.7	0.5	1	1	6.8e-45	151.5	251	248	243	246	0.9681	0.9919	unreviewed	A0A1M7SE88_FERGO	Adenosyl-chloride synthase	SAMN02745226_00790	Fervidobacterium gondwanense DSM 13020	1121883	248
A0A0X1KLG2	tr|A0A0X1KLG2|A0A0X1KLG2_9EURY	no	5.7e-45	151.7	0.0	1	1	6.3e-45	151.6	251	256	246	252	0.9801	0.9844	unreviewed	A0A0X1KLG2_9EURY	Sam Hydroxide Adenosyltransferase	X802_07945	Thermococcus guaymasensis DSM 11113	1432656	256
Q2LRP9	tr|Q2LRP9|Q2LRP9_SYNAS	no	6e-45	151.7	0.0	1	1	7.1e-45	151.4	251	270	248	255	0.9880	0.9444	unreviewed	Q2LRP9_SYNAS	Hypothetical cytosolic protein	SYN_00195	Syntrophus aciditrophicus (strain SB)	56780	270
